gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
FANCA	1.02271802959225	4.96125723314708	10.9925333543907	9.08134008744893e-07	0.000228471381033403	6.25826129675971
CDH23	2.88810854625511	2.05477957944109	10.8271487947338	1.04057832690484e-06	0.000240941190804697	6.15611267739619
SPIN4	1.33417294689494	4.0114849993882	10.806739929719	1.05833912388835e-06	0.000240941190804697	6.14944563410882
LINC00839	-1.10925484217849	5.0879651348404	-10.7665319082031	1.09431022990616e-06	0.000240941190804697	6.06333244666841
GTSE1	1.22081069813529	4.67355265523743	10.7415687164724	1.1173158897866e-06	0.000240941190804697	6.05764619821686
HSD17B12	-0.90866376957971	5.32410720410405	-10.769460345865	1.09164563350874e-06	0.000240941190804697	6.05582735572969
METTL7B	-4.18011189350592	2.00329234101994	-10.8235854031606	1.04365567750902e-06	0.000240941190804697	6.05233821923168
PKIB	-0.926282353565183	5.3986299016711	-10.7642524376212	1.09638926255824e-06	0.000240941190804697	6.04922219657324
CLSPN	1.11718321030247	5.4177660265511	10.7607064574298	1.09963204847833e-06	0.000240941190804697	6.04443826779502
PIM1	1.81708355320167	3.9215253689265	10.651578825377	1.20475461200601e-06	0.000252580150947648	6.0280437512444
IQGAP3	1.17040502555671	6.12918493123848	10.7506016912107	1.10893061840485e-06	0.000240941190804697	6.02362214004975
PCSK1	4.63792758649063	2.13101204748493	10.7491652499572	1.11025943627103e-06	0.000240941190804697	6.02182957424779
FST	1.96086029347978	2.83703916147177	10.5619979172204	1.29929812242531e-06	0.000254072109488009	5.99084565478544
ABLIM3	2.70830105951355	1.68044495366549	10.6237111915405	1.23333224027541e-06	0.000254072109488009	5.95989104102662
MAFB	1.90286072793529	1.82309118631307	10.5513155287182	1.31110435363456e-06	0.000254072109488009	5.94286080226213
SYT9	2.2940161373771	1.83305305270261	10.5347092738789	1.32969172901972e-06	0.000254072109488009	5.92308806075723
ACSBG1	-1.44066769182259	4.42504529976875	-10.55304835019	1.30918126983963e-06	0.000254072109488009	5.91374677400028
BMI1	1.1420336941293	6.04128854880189	10.6119092974086	1.24565801434813e-06	0.000254072109488009	5.9025563326341
CST3	-2.42579794558152	8.37004235775341	-10.5425724197263	1.32085477213437e-06	0.000254072109488009	5.88618940501857
LRP2	2.96000132296187	3.12630772129259	10.3710430836401	1.52914931215962e-06	0.000278612463707082	5.83020682414451
UNC5C	-4.25668932447267	-0.386591665903458	-11.9878108567331	4.14839121382756e-07	0.000191849870685535	5.82570026063538
KIAA1462	1.8485254372502	2.80112495004048	10.3259537732686	1.58970092256119e-06	0.000281962066679593	5.79133619641946
CTNNA2	2.66401575464758	1.68573336210789	10.3396870704986	1.57098452781011e-06	0.000281962066679593	5.74022491305824
KIF18B	1.03128737010748	6.18309961356169	10.4174822085455	1.4694151913704e-06	0.000275574565407997	5.7279463803673
SLITRK4	4.85020876721764	0.225231443391207	11.2085552240398	7.62204818794609e-07	0.0002124510350925	5.71723953954461
NDUFB5	-1.02833507973467	6.21517658443883	-10.3689122662616	1.53195326185411e-06	0.000278612463707082	5.68594995922845
GRIA3	-1.58178998821003	5.2916718444259	-10.3138431759036	1.60640859453097e-06	0.000281962066679593	5.66224461908074
FAM107A	-2.59761983306434	2.09524655362307	-10.1926401572891	1.78463377784244e-06	0.000292815726918822	5.64958594805248
AMOT	1.94798159279948	5.66121916333295	10.2943524126132	1.63370315780962e-06	0.00028308880618614	5.63469372592525
SLC12A7	1.80392666898123	2.50370799921091	10.1353767121236	1.87627861288128e-06	0.00029581846060605	5.6300278822643
RIN2	-1.2695367446778	5.39655487309914	-10.2790708407738	1.65545853838006e-06	0.00028308880618614	5.62310552729241
CPT1C	-1.29747063629231	4.71883157920028	-10.2439993827747	1.70659697667696e-06	0.00028308880618614	5.62079882173702
CCND1	-2.14898144255653	7.0508453483511	-10.2498215595917	1.69798910917712e-06	0.00028308880618614	5.59400315606863
CHD5	2.67747535809065	2.12012132909386	10.0682122602745	1.99039104321865e-06	0.000309741781416346	5.55653030811131
EYA4	-3.452139050364	3.00392181754848	-10.0496524445739	2.02324893368101e-06	0.000311026774529544	5.5552677489277
ATP2B3	3.66371773380858	0.114563940757147	10.7088067815151	1.14831676309031e-06	0.000244138613223215	5.53250238296704
BTG2	-0.913030611938761	5.67392365633621	-10.1796489559689	1.80498666150242e-06	0.000292970684466441	5.52117045173882
PPARGC1A	-1.13424428736685	5.62637694112411	-10.1547984264033	1.84463100404897e-06	0.00029581846060605	5.5016962496668
TMEFF2	2.03392290632537	2.28535492590198	9.97782906625751	2.15611467160383e-06	0.000312947605460191	5.49148594902554
ABCA8	-2.49273534013236	4.23094649809335	-9.98970080372079	2.13350961537448e-06	0.000312673083923086	5.44535476572557
SPC25	1.07283535954734	4.80335781811987	10.0403961676813	2.03985761367505e-06	0.000311026774529544	5.42416863804663
LRIG3	2.00625586479465	2.64679786395177	9.85336333893013	2.40955929198157e-06	0.000321878739048335	5.38255936887016
CXorf57	2.60565319030199	4.17593607360273	9.92142771166243	2.26715132751986e-06	0.00031983784382161	5.38007727864363
ITGA9	1.34515568964926	3.1632766137134	9.87808015555684	2.35674384669916e-06	0.000321878739048335	5.379987236288
ABCD2	-1.65971753481044	3.09796942842182	-9.85342192808742	2.40943257586929e-06	0.000321878739048335	5.36925076211746
CDH6	-1.52185552883909	6.72139640569302	-9.99816305296381	2.117555001383e-06	0.000312673083923086	5.35230315001241
KIF24	0.942230747965325	5.5718861881319	9.99468335226175	2.12409971637463e-06	0.000312673083923086	5.35070038693996
UGT8	2.76622029881153	3.8062582894443	9.85882680598807	2.39777426526806e-06	0.000321878739048335	5.34754296564632
LPPR4	-1.72718978021897	4.25436957209188	-9.88899461495981	2.33382602182161e-06	0.000321878739048335	5.33397298697154
NTNG1	4.1196639881171	-1.02513407544835	11.261174723751	7.30690370401882e-07	0.0002124510350925	5.31680294805459
PBK	1.2325554059239	5.25628253407765	9.94358606062632	2.22279900618978e-06	0.000319553819032712	5.31584679879927
SMTN	1.31060361274812	4.93889245856124	9.92592141168959	2.25807898558644e-06	0.00031983784382161	5.31423194810346
ZFHX4	-3.13334337664975	3.58452190293487	-9.79080399775571	2.54911807919362e-06	0.000331684866287946	5.31244043820431
C1orf95	2.63260520936456	0.696291650586015	9.99215633261097	2.12886648275003e-06	0.000312673083923086	5.29546330065561
P4HA2	1.67740295609487	2.22579585113305	9.74823076180813	2.64914068073664e-06	0.000331684866287946	5.29099633058822
TLR5	-1.30736984970884	2.94078053600453	-9.74469083396926	2.65764887467438e-06	0.000331684866287946	5.27394828974359
SATB2	-4.70297205644902	0.405938858206308	-10.410100135745	1.47873731686305e-06	0.000275574565407997	5.26935183833444
TFAP2C	-5.26655085938393	-2.42773223550765	-11.5704114063886	5.72070765091585e-07	0.00019739192306745	5.26903147133391
ENPP1	1.531107407478	3.26294631881384	9.73901229948037	2.67135971996032e-06	0.000331684866287946	5.248800944028
SPP1	3.06533800545478	1.54627149416607	9.76690605997748	2.60474532980038e-06	0.000331684866287946	5.24685175761055
FAM162A	-1.06876285519595	4.67561191622363	-9.82549622768017	2.47066506323441e-06	0.000324994480511346	5.23466651339132
CHRNA5	1.44369048112967	2.75290785695507	9.68818337629144	2.79759198719267e-06	0.000331684866287946	5.22738217875048
CLMN	1.7419436306349	2.72885672762448	9.67819521093283	2.82315667397944e-06	0.000331684866287946	5.22123208354405
ST8SIA2	3.28239860315797	1.80126565635735	9.70687964877421	2.7504170484421e-06	0.000331684866287946	5.21194620967623
LIMA1	-0.899371962890437	7.95287804484597	-9.82312454292756	2.47594337587312e-06	0.000324994480511346	5.2111736413363
FMNL1	2.24472882387327	2.44852192259903	9.64032591250852	2.92243042174871e-06	0.000331684866287946	5.19494055845874
RP11-384P7.7	2.70310523981123	1.74941084120042	9.64925117763146	2.89869366241387e-06	0.000331684866287946	5.17523904501248
SYTL4	1.48491699966602	3.50355798305509	9.67204973632895	2.83901295429658e-06	0.000331684866287946	5.17113443839784
TMEM163	-2.43598388697095	1.57934389163059	-9.64483616352723	2.91040892908573e-06	0.000331684866287946	5.15215270914011
MPPED1	4.62865784149326	-1.69821983792361	11.2272522904311	7.50839387471389e-07	0.0002124510350925	5.14056206676933
SYTL2	-2.80423756614612	4.04995617868542	-9.58644809633411	3.07031330802758e-06	0.000341397419934013	5.09157379391337
PBXIP1	-1.73863596121163	6.74862331554224	-9.70422798376631	2.75705450619501e-06	0.000331684866287946	5.07847709651732
LRRC17	-1.38727509218146	2.35678875864926	-9.5045275446181	3.31109358949207e-06	0.000351045882011527	5.07189836840622
ACADL	2.57440410694458	1.23579106713445	9.58448421472441	3.07585618489736e-06	0.000341397419934013	5.07056953972984
ZNF521	-4.88121444334985	0.437997687913262	-10.1323141451486	1.88132310156878e-06	0.00029581846060605	5.05990072062968
MRAS	-1.59458078256122	5.70238875132942	-9.67117735125349	2.84127173068906e-06	0.000331684866287946	5.05322280111322
SPARCL1	-1.45137042290659	6.09394729205043	-9.67377105011112	2.83456189545147e-06	0.000331684866287946	5.04643886086655
CCDC74B	1.57495581976278	1.88574465553735	9.47759643268397	3.39470159051007e-06	0.000351045882011527	5.04411737544865
SLC38A1	0.969888508280519	7.43396642752614	9.66001966228811	2.87033524060313e-06	0.000331684866287946	5.04035378596035
CACNA2D2	2.23021062741745	3.10904125005077	9.48072838615511	3.38486077026489e-06	0.000351045882011527	5.02752045999806
ZFHX3	-3.746049514625	1.5106878993658	-9.51416094029871	3.28173570413452e-06	0.000351045882011527	4.98006255785646
SMOC2	5.06616036118514	-2.27581775907958	11.0080839046523	8.96665084344682e-07	0.000228471381033403	4.97681684255854
SLC14A1	3.01176136913092	-0.0782801982954321	9.86948913701216	2.37495625649384e-06	0.000321878739048335	4.96264818663186
PLEKHA7	2.23582950957224	1.0074713009075	9.47984961960708	3.38761876419814e-06	0.000351045882011527	4.96190577580385
DTL	0.904438669959666	6.03593221862385	9.58743349864094	3.06753621765229e-06	0.000341397419934013	4.95577631931584
RAD54L	1.1107497981113	3.95017039532828	9.47003211469545	3.41859851975452e-06	0.000351045882011527	4.94264468197237
SLCO4A1	1.6983481981996	4.42771035256924	9.49445945467514	3.34208352701283e-06	0.000351045882011527	4.94218806166732
MCM10	0.981593498162658	6.16667206672552	9.54621840923583	3.18607216149233e-06	0.000351045882011527	4.91532002580577
SCN9A	2.23350098235206	1.86467318582572	9.32457944168218	3.91580645623311e-06	0.000376491072973496	4.9025186133929
RHBDF1	-1.07939978530142	5.20714080885776	-9.49278179097577	3.34727820461593e-06	0.000351045882011527	4.89076376046175
SLFN5	2.31274732254653	0.721026236625917	9.4234035507323	3.57003038814616e-06	0.000360121707777399	4.86294520814061
TMEM2	1.81660965377793	4.65917626647472	9.42084392507936	3.57855290934812e-06	0.000360121707777399	4.85712800112218
TENM2	1.38698231334201	5.77386386461264	9.47196186332276	3.41248469241781e-06	0.000351045882011527	4.85221843988375
MYB	1.62683130943276	1.78402411955297	9.24630400512623	4.21570551229179e-06	0.000386885018651228	4.83223334098613
DYNC1I1	3.30864857623448	1.4771342975889	9.29777752837555	4.01578203740025e-06	0.000383659682623777	4.82855423616857
CPNE5	-1.54191820531609	4.41048135267959	-9.37069665855858	3.75009215050961e-06	0.000369984581777403	4.82547926454574
TMPO	0.845549275103821	7.26271027194299	9.42641885510817	3.5600191067411e-06	0.000360121707777399	4.80911981252453
IRAK2	-1.64893877511456	3.26579747239684	-9.24298828002819	4.22895184348809e-06	0.000386885018651228	4.79042377240068
MMP2	-1.96711292558583	5.96849424928948	-9.39756322638067	3.65709786394121e-06	0.000365588690438361	4.78897543418125
AHNAK	1.87471834456084	5.98111066802285	9.37607384074091	3.73127489377107e-06	0.000369984581777403	4.76153742653144
SLC15A2	-1.18793978190729	4.92410049441897	-9.33697347306681	3.87049767106642e-06	0.00037452027144069	4.75359096042186
SYNM	-1.05143299255426	7.8046091448235	-9.34538605586888	3.84007058008418e-06	0.000373973325202392	4.74701520753231
CDCA3	0.92502984043375	5.34975344992401	9.35412903045853	3.8087254426154e-06	0.00037332928932649	4.74470725640849
PAK3	2.63261264078025	3.35909073545729	9.17841117133499	4.49622536921993e-06	0.00039552035373331	4.73128765954709
SH3TC2	2.26011346112043	0.695831217322046	9.258301191467	4.16815438481061e-06	0.000386001781832614	4.72683803295389
NGFR	-1.78936957910225	4.0591464965136	-9.22251410846541	4.31176101868337e-06	0.000387416860577533	4.71447818506771
BEGAIN	-1.7795076475879	3.53666304770785	-9.16381500369083	4.55916141434886e-06	0.00039552035373331	4.69710109503685
PPP1R3C	-1.03201303380367	4.8855627863588	-9.27768930245959	4.09254401293505e-06	0.000386001781832614	4.69485091655381
CDH20	-1.0661008714091	6.86522256380616	-9.28707766507557	4.05647095919757e-06	0.000385109617164072	4.66613690305813
IMPA2	1.53533826331514	2.98335426627706	9.09975630114811	4.8469890327799e-06	0.000411041008145015	4.66145926876359
ARHGEF7	-0.904877256588675	9.22372065589046	-9.19780705019917	4.41405879790466e-06	0.000394261642333555	4.65401043356402
GLP1R	4.86539912372223	-1.68955534970763	10.246501652489	1.70289162382063e-06	0.00028308880618614	4.64252185672373
COL13A1	3.20007894438846	-0.199237186410545	9.50931058560609	3.296481468061e-06	0.000351045882011527	4.64183984038292
ANO5	3.37013427164741	2.01426246865589	9.02202936846715	5.22319761892346e-06	0.000430842448402457	4.62063766796452
PDGFA	-1.25873880340159	5.96796760641094	-9.22555156167497	4.29936462824352e-06	0.000387416860577533	4.60747576171591
PRDM8	2.46961860932161	1.2205399361922	9.02331389976653	5.21672698930881e-06	0.000430842448402457	4.5857856909828
PCBP3	3.64084313966528	0.628238845260785	9.18648331064967	4.46182806639843e-06	0.00039552035373331	4.58312118832102
FRMPD1	-0.949832117981594	4.63277473309804	-9.13473708378047	4.68742974414929e-06	0.00040358319331586	4.5664078033653
AFF3	1.10980261950806	4.46499276832474	9.12476771056562	4.73231038204089e-06	0.00040358319331586	4.56597521234784
RMST	3.68028329351426	2.77062321336164	8.95097760714825	5.59514190938759e-06	0.000446871254614845	4.55671773994368
EZH2	0.961977431239177	6.62351669596988	9.1669863148852	4.54540584994852e-06	0.00039552035373331	4.54143544054221
DDX11	0.816091930867033	5.92693273884926	9.16553236903808	4.55170670114725e-06	0.00039552035373331	4.54101660087311
LPAR1	-1.09968239062222	4.23045401354643	-9.06724794415628	5.00060424073113e-06	0.000421699000077298	4.53026899388061
ESPL1	0.877903381806663	6.48052402140607	9.1283560122314	4.71610250606117e-06	0.00040358319331586	4.50103419352704
CABLES2	0.979367222422459	4.24107283192444	9.03014328901433	5.18247174933945e-06	0.000430842448402457	4.48563260524308
FAM57B	1.65507933513882	0.967686683620236	8.92096473137014	5.76086671947014e-06	0.000453503734874425	4.48446478397765
CELF5	1.33891737240394	2.3352350266317	8.87865453656401	6.00367244854532e-06	0.000455404199049204	4.48015994078213
SLC16A10	1.94423798497852	1.0922853184594	8.90536065632895	5.84914206987301e-06	0.000453503734874425	4.47747397025547
FCGR2A	-2.27124142575498	0.679300857223703	-8.96840002460402	5.50133356861754e-06	0.000446871254614845	4.45900720156778
GRIP1	4.98972903292257	-0.919072317543616	9.7081257191253	2.74730401498194e-06	0.000331684866287946	4.45068437930844
ZFHX4-AS1	-6.90586261042535	-1.22024664481301	-9.65015930709405	2.89629033892579e-06	0.000331684866287946	4.4221239184617
HJURP	0.80549712429915	6.18278987456556	9.03417019776548	5.1623886029646e-06	0.000430842448402457	4.40543147631823
SFXN3	-1.4744670903422	4.07546968031309	-8.91761118694093	5.77971487176905e-06	0.000453503734874425	4.40106932111906
SSX1	3.4828987861849	-0.217300698656906	9.22450987066557	4.30361156042576e-06	0.000387416860577533	4.39358130756442
DENND3	1.54521886346119	2.68509945542514	8.80475213234536	6.45503356437147e-06	0.000482369958684096	4.39042763004431
RAB11FIP4	1.43638965977563	4.78382160389254	8.96319766032042	5.52916366541648e-06	0.000446871254614845	4.38706422016575
PRC1	0.859589700851832	8.14654037474604	8.95182209533731	5.59055480622274e-06	0.000446871254614845	4.36330136744078
VGLL2	-1.89440599840632	4.54155981848903	-8.90360504575344	5.85916603017957e-06	0.000453503734874425	4.35979159542409
CLGN	1.22196914263752	4.0156985677014	8.86596468139196	6.07865852454153e-06	0.000458786752139772	4.34086792013517
CKAP2L	1.10902487670154	6.26190115772854	8.9574257023439	5.56022094538684e-06	0.000446871254614845	4.32912418975458
KIF26A	3.40154248341717	1.3752156480578	8.74139281699078	6.87159280057887e-06	0.000501095136834483	4.32001261547502
PLAG1	4.32214814614144	2.17212614398525	8.70455950215214	7.12718739329975e-06	0.000509881012805022	4.31638705012205
AURKB	1.0757564597577	5.20805814527418	8.91051746041741	5.81980659069569e-06	0.000453503734874425	4.30591912682826
TOM1L1	1.25682131136857	2.74441087957728	8.72039208385385	7.01607124812359e-06	0.000505743174643161	4.2988791168146
IL1RAP	-0.993068959227547	5.11052398735994	-8.89031159883273	5.93567912242787e-06	0.000454817646462176	4.29227989475186
ZNF106	-0.958898016469345	7.59624563362178	-8.89848826620809	5.88848837597796e-06	0.000453503734874425	4.29028076416866
GJC1	0.840165199928949	6.86724753655852	8.90713174518818	5.83904871426002e-06	0.000453503734874425	4.27936107246999
PIK3AP1	2.6939417059219	-0.210765659222748	8.96581614148437	5.51513689665864e-06	0.000446871254614845	4.2664532374675
KCNK2	-0.906836839487447	5.8407396464527	-8.87931736522238	5.99978357057043e-06	0.000455404199049204	4.25451528492003
POU4F1	-1.21589057434961	5.45535012000144	-8.85249804699623	6.15935528922831e-06	0.000462564517865181	4.24161234028196
NXPH2	1.62800370196764	1.64491979330947	8.61879318285804	7.76350106308308e-06	0.000540046306669305	4.23857490265709
CCDC74A	1.47730230581005	2.98415384389539	8.66064011808032	7.44560792881226e-06	0.000525193699464584	4.22344059937263
CACNG8	-0.961883938838401	4.47302913549434	-8.72823439017197	6.96173417739173e-06	0.000505227775998693	4.16318685829022
SSPN	-0.925829828588158	3.85982842717355	-8.67123612315583	7.36738862549988e-06	0.000524578921235475	4.15522011165629
LINC00643	2.0251009234109	1.31984036489941	8.53183616888621	8.47251850428839e-06	0.000563403818600147	4.14357896685546
TOR1AIP1	-0.71697987253091	6.26011863536205	-8.77273142396519	6.66199939601968e-06	0.000494254228096524	4.13650621807862
B4GALNT1	1.37106410024937	5.72334003991975	8.76023172803911	6.7447487065744e-06	0.000494254228096524	4.13559228174745
RPS6KA6	4.3659395925155	-1.15419144662509	9.26184175886901	4.15423356230289e-06	0.000386001781832614	4.11869023886763
SYT13	3.22223171082559	1.64126127880714	8.50500501063863	8.70533212850663e-06	0.000566850013651585	4.11787208122807
ZNF367	0.917287508700689	5.29259287112967	8.71755477356717	7.03584409904364e-06	0.000505743174643161	4.10077546866853
REPS2	2.63286871446336	-0.244188330328574	8.76817904278097	6.69200756114416e-06	0.000494254228096524	4.09793099505946
CDKN2A	-1.62067578722673	4.23355993812573	-8.59479283507947	7.95248625695057e-06	0.000550086723083233	4.05844197027094
GFRA1	1.40518544627854	1.8547975119863	8.43519602095012	9.34443602667298e-06	0.00058528739345489	4.05617306413373
SLC27A1	-1.01099157927903	5.33576296499415	-8.66234575880909	7.43295595907014e-06	0.000525193699464584	4.04548692286176
RAI14	0.943704822665277	5.63352406352439	8.65359267279412	7.49813377874473e-06	0.000526438741349543	4.02171967705107
AC005307.3	3.31549595141429	-1.59942772972186	9.26077211581146	4.15843382462113e-06	0.000386001781832614	4.01688588227955
NEBL	2.83208155053857	2.48171287383083	8.40546262857924	9.63204509565971e-06	0.000595884101307309	4.01662116833664
APOLD1	1.26946327816684	4.58031279295981	8.59126058858718	7.98072158696442e-06	0.000550086723083233	4.01239197753213
POLE	0.78358626034676	6.97521160565775	8.6483207667302	7.53769073453044e-06	0.000526765933508042	4.0114357356216
THRB	-0.915781561901245	5.07179521133117	-8.58643180601975	8.01949811157934e-06	0.000550161750985794	3.97645702285619
PRIM1	0.974541305330367	4.24284060634029	8.53224820589282	8.46899667306146e-06	0.000563403818600147	3.97152541441985
MT3	-2.38205524227976	5.58439603343509	-8.55401630406468	8.28518968462346e-06	0.000555844170175072	3.94886206007641
SKA3	0.799702977271311	5.06516937551869	8.55666573299987	8.26311716033155e-06	0.000555844170175072	3.94098003551314
LY6E	2.45921467651014	3.40527042775473	8.39952481968619	9.69063033224465e-06	0.000597061489245849	3.94042626967946
ARHGEF6	-1.08304523171716	5.84853446970365	-8.5757107055722	8.10632896989868e-06	0.000550161750985794	3.93858153077495
MKI67	1.201043789968	9.05055807473993	8.50512757523731	8.70425289298922e-06	0.000566850013651585	3.93679146258626
CNTN1	-0.834417902076445	6.55439173794649	-8.57822504381196	8.08587345723317e-06	0.000550161750985794	3.93295587928922
STIL	0.708532564377758	6.04678953722728	8.57310387902505	8.12759658627572e-06	0.000550161750985794	3.92667691339981
ARNTL2	1.2481743426863	4.6822427597822	8.50902373940585	8.67002143330767e-06	0.000566850013651585	3.91795728110855
TMEM200A	3.86067744020288	-0.563765148905623	8.76018810073121	6.74503948246995e-06	0.000494254228096524	3.91717104018137
PPP1R3B	-0.907152888985696	4.1483407488367	-8.46490231792648	9.06642228321028e-06	0.000578989980652103	3.91208524899301
POLD3	0.754623477712076	4.73927639655248	8.51127116716732	8.65034251334012e-06	0.000566850013651585	3.91104107097197
CELSR1	0.997921592388024	3.23882541258807	8.37169693212767	9.97042327266297e-06	0.000606869110084063	3.89476481796946
